analysis,scenario_id,scenario_description,parameter_label,use_global_template,finalization_mode,station_id,variable,baseline_total,zero_hour_ratio,peak_concentration,credibility_weight,method
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S017,return,129.0,0.16666666666666666,0.10852713178294573,0.6449612403100775,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S018,return,130.0,0.2916666666666667,0.08461538461538462,0.6270691711389386,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S019,return,143.0,0.125,0.1048951048951049,0.6865791185558627,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S020,return,117.0,0.20833333333333334,0.1111111111111111,0.608204134366925,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S021,return,129.0,0.2916666666666667,0.10852713178294573,0.6199612403100775,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S022,return,116.0,0.20833333333333334,0.10344827586206896,0.6074111200213848,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S023,return,142.0,0.25,0.09859154929577464,0.66051424828038,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S024,return,133.0,0.20833333333333334,0.11278195488721804,0.6450792679372851,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S025,return,133.0,0.16666666666666666,0.09774436090225563,0.656420120067611,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S026,return,119.0,0.25,0.11764705882352941,0.6032147742818058,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S027,return,124.0,0.125,0.11290322580645161,0.6407914478619656,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S028,return,131.0,0.16666666666666666,0.10687022900763359,0.6499437836558376,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S029,return,138.0,0.20833333333333334,0.10869565217391304,0.6575244354566903,nonnegative_continuous
05_feasibility_correction,nonnegative_continuous,Only force nonnegativity; keep continuous values.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,nonnegative_continuous,S030,return,126.0,0.125,0.0873015873015873,0.650562938353636,nonnegative_continuous
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S001,borrow,250.0,0.125,0.08,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S002,borrow,267.0,0.08333333333333333,0.08614232209737828,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S003,borrow,252.0,0.08333333333333333,0.08333333333333333,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S004,borrow,234.0,0.125,0.06837606837606838,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S005,borrow,270.0,0.125,0.07407407407407407,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S006,borrow,256.0,0.20833333333333334,0.078125,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S007,borrow,257.0,0.20833333333333334,0.07782101167315175,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S008,borrow,234.0,0.2916666666666667,0.06837606837606838,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S009,borrow,179.0,0.20833333333333334,0.0893854748603352,0.738234016139044,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S010,borrow,176.0,0.16666666666666666,0.09090909090909091,0.7395959595959596,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S011,borrow,197.0,0.125,0.09137055837563451,0.7945036661026509,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S012,borrow,182.0,0.16666666666666666,0.1043956043956044,0.7502319902319903,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S013,borrow,168.0,0.20833333333333334,0.09523809523809523,0.7126190476190477,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S014,borrow,203.0,0.16666666666666666,0.10344827586206896,0.797088122605364,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S015,borrow,174.0,0.125,0.09195402298850575,0.7432758620689655,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S016,borrow,179.0,0.16666666666666666,0.09497206703910614,0.7454500310366233,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S017,borrow,144.0,0.08333333333333333,0.08333333333333333,0.6866666666666668,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S018,borrow,130.0,0.20833333333333334,0.09230769230769231,0.6287606837606837,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S019,borrow,131.0,0.16666666666666666,0.10687022900763359,0.6364037319762511,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S020,borrow,140.0,0.16666666666666666,0.1,0.6577777777777778,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S021,borrow,120.0,0.20833333333333334,0.10833333333333334,0.6033333333333333,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S022,borrow,127.0,0.16666666666666666,0.10236220472440945,0.628416447944007,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S023,borrow,138.0,0.16666666666666666,0.10144927536231885,0.6530434782608696,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S024,borrow,136.0,0.16666666666666666,0.08823529411764706,0.6512418300653595,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S025,borrow,135.0,0.08333333333333333,0.08888888888888889,0.6655555555555556,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S026,borrow,124.0,0.25,0.0967741935483871,0.6062007168458782,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S027,borrow,136.0,0.08333333333333333,0.07352941176470588,0.6708496732026143,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S028,borrow,129.0,0.16666666666666666,0.11627906976744186,0.630077519379845,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S029,borrow,144.0,0.08333333333333333,0.09027777777777778,0.6852777777777779,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S030,borrow,120.0,0.20833333333333334,0.09166666666666666,0.6066666666666667,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S001,return,252.0,0.125,0.07936507936507936,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S002,return,238.0,0.16666666666666666,0.10084033613445378,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S003,return,240.0,0.20833333333333334,0.11666666666666667,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S004,return,247.0,0.125,0.06477732793522267,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S005,return,258.0,0.25,0.07751937984496124,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S006,return,253.0,0.08333333333333333,0.07905138339920949,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S007,return,248.0,0.20833333333333334,0.08064516129032258,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S008,return,236.0,0.08333333333333333,0.06779661016949153,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S009,return,175.0,0.16666666666666666,0.09714285714285714,0.7542148394241418,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S010,return,189.0,0.08333333333333333,0.09523809523809523,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S011,return,179.0,0.20833333333333334,0.1005586592178771,0.7545006712571997,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S012,return,192.0,0.20833333333333334,0.09895833333333333,0.7850532945736434,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S013,return,183.0,0.041666666666666664,0.08743169398907104,0.7997617232176897,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S014,return,180.0,0.16666666666666666,0.10555555555555556,0.7641602067183463,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S015,return,170.0,0.16666666666666666,0.09411764705882353,0.7431919744642043,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S016,return,189.0,0.08333333333333333,0.08994708994708994,0.8,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S017,return,129.0,0.16666666666666666,0.10852713178294573,0.6449612403100775,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S018,return,130.0,0.2916666666666667,0.08461538461538462,0.6270691711389386,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S019,return,143.0,0.125,0.1048951048951049,0.6865791185558627,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S020,return,117.0,0.20833333333333334,0.1111111111111111,0.608204134366925,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S021,return,129.0,0.2916666666666667,0.10852713178294573,0.6199612403100775,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S022,return,116.0,0.20833333333333334,0.10344827586206896,0.6074111200213848,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S023,return,142.0,0.25,0.09859154929577464,0.66051424828038,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S024,return,133.0,0.20833333333333334,0.11278195488721804,0.6450792679372851,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S025,return,133.0,0.16666666666666666,0.09774436090225563,0.656420120067611,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S026,return,119.0,0.25,0.11764705882352941,0.6032147742818058,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S027,return,124.0,0.125,0.11290322580645161,0.6407914478619656,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S028,return,131.0,0.16666666666666666,0.10687022900763359,0.6499437836558376,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S029,return,138.0,0.20833333333333334,0.10869565217391304,0.6575244354566903,round_only
05_feasibility_correction,round_only,"Force nonnegative integer predictions, but do not apply historical upper bounds.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,round_only,S030,return,126.0,0.125,0.0873015873015873,0.650562938353636,round_only
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S001,borrow,250.0,0.125,0.08,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S002,borrow,267.0,0.08333333333333333,0.08614232209737828,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S003,borrow,252.0,0.08333333333333333,0.08333333333333333,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S004,borrow,234.0,0.125,0.06837606837606838,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S005,borrow,270.0,0.125,0.07407407407407407,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S006,borrow,256.0,0.20833333333333334,0.078125,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S007,borrow,257.0,0.20833333333333334,0.07782101167315175,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S008,borrow,234.0,0.2916666666666667,0.06837606837606838,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S009,borrow,179.0,0.20833333333333334,0.0893854748603352,0.738234016139044,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S010,borrow,176.0,0.16666666666666666,0.09090909090909091,0.7395959595959596,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S011,borrow,197.0,0.125,0.09137055837563451,0.7945036661026509,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S012,borrow,182.0,0.16666666666666666,0.1043956043956044,0.7502319902319903,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S013,borrow,168.0,0.20833333333333334,0.09523809523809523,0.7126190476190477,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S014,borrow,203.0,0.16666666666666666,0.10344827586206896,0.797088122605364,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S015,borrow,174.0,0.125,0.09195402298850575,0.7432758620689655,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S016,borrow,179.0,0.16666666666666666,0.09497206703910614,0.7454500310366233,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S017,borrow,144.0,0.08333333333333333,0.08333333333333333,0.6866666666666668,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S018,borrow,130.0,0.20833333333333334,0.09230769230769231,0.6287606837606837,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S019,borrow,131.0,0.16666666666666666,0.10687022900763359,0.6364037319762511,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S020,borrow,140.0,0.16666666666666666,0.1,0.6577777777777778,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S021,borrow,120.0,0.20833333333333334,0.10833333333333334,0.6033333333333333,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S022,borrow,127.0,0.16666666666666666,0.10236220472440945,0.628416447944007,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S023,borrow,138.0,0.16666666666666666,0.10144927536231885,0.6530434782608696,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S024,borrow,136.0,0.16666666666666666,0.08823529411764706,0.6512418300653595,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S025,borrow,135.0,0.08333333333333333,0.08888888888888889,0.6655555555555556,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S026,borrow,124.0,0.25,0.0967741935483871,0.6062007168458782,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S027,borrow,136.0,0.08333333333333333,0.07352941176470588,0.6708496732026143,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S028,borrow,129.0,0.16666666666666666,0.11627906976744186,0.630077519379845,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S029,borrow,144.0,0.08333333333333333,0.09027777777777778,0.6852777777777779,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S030,borrow,120.0,0.20833333333333334,0.09166666666666666,0.6066666666666667,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S001,return,252.0,0.125,0.07936507936507936,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S002,return,238.0,0.16666666666666666,0.10084033613445378,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S003,return,240.0,0.20833333333333334,0.11666666666666667,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S004,return,247.0,0.125,0.06477732793522267,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S005,return,258.0,0.25,0.07751937984496124,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S006,return,253.0,0.08333333333333333,0.07905138339920949,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S007,return,248.0,0.20833333333333334,0.08064516129032258,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S008,return,236.0,0.08333333333333333,0.06779661016949153,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S009,return,175.0,0.16666666666666666,0.09714285714285714,0.7542148394241418,base_model
